node1,node2,link,cosine_sim_node2vec,cosine_sim_sage,resource_allocation_index,adamic_adar_index
0684846446,0664220894,1,0.8904775,0.24249103402038646,0.037037037037037035,0.30341307554227914
0310231957,0830823913,1,0.88929385,0.5338795745620547,0.6984649122807017,2.5454216773881573
0801020867,1581341261,1,0.81780875,0.19062116169978036,0.20192307692307693,0.870769592214268
0805439080,1890009814,0,0.37660757,-0.22807161985680152,0.0,0.0
0830818693,0830815244,0,0.35007048,-0.07386048586828338,0.0,0.0
0687337496,0788018906,1,0.94791126,0.14222072972051314,0.39999999999999997,1.2795085996956923
0830822194,0801090342,0,0.1404193,-0.16489224295547458,0.0,0.0
0310218950,0849913721,1,0.7956932,0.2623121783173415,0.0,0.0
0310226368,0800631331,0,0.24783118,0.04091090797540014,0.0,0.0
0830822542,1569246459,1,0.96097594,-0.029525738581152997,0.0,0.0
0687034027,0835804291,1,0.8766072,0.3677834486652722,0.16666666666666666,0.5581106265512472
0807083488,0800608062,0,0.2696752,0.10867199707531276,0.0,0.0
0881771384,066422685X,0,0.4018949,-0.03938880345871867,0.0,0.0
0781438772,0802408877,1,0.77745736,0.3358509906874409,0.0,0.0
1573241865,0062504649,1,0.97032523,0.2596505331748336,0.0,0.0
1566991102,0664500021,1,0.8367123,0.5290821581998524,0.037037037037037035,0.30341307554227914
0801021979,0595159788,1,0.8230538,0.4372815250109207,0.0,0.0
0060616601,0828015430,0,0.34995836,-0.08202573960905808,0.0,0.0
0060664517,0825421489,0,0.17679656,-0.02286669866073177,0.0,0.0
0687014514,0800631374,1,0.92546505,0.3225481066840738,0.2121212121212121,0.8816260796999197
0800632281,0819217905,1,0.92652357,0.32727728784233084,0.5,1.4426950408889634
0805418881,0310216257,1,0.8515188,0.45507685123482333,0.25,0.9617966939259757
0830815716,0800614100,0,0.2551703,-0.214929416379328,0.0,0.0
0310245648,0687063671,0,0.447896,-0.1624844446518283,0.005128205128205128,0.18964537904728723
0830819754,0802801277,0,0.34829625,-0.01862754303395717,0.0,0.0
0940232537,0687077605,0,0.41086087,-0.12934061913161524,0.0,0.0
0664218490,0801064473,0,0.38554433,-0.06834305403247491,0.0,0.0
0802827861,0802847013,1,0.9044577,0.0497705019880734,0.3666666666666667,1.179445561110859
0829813551,081466170X,0,0.333087,0.18861264821022067,0.0,0.0
0231109679,1557285950,1,0.93064404,0.4324601105157367,0.0,0.0
0830818847,0664255132,1,0.87575275,0.33813572818993537,0.14583333333333334,0.7392161137703166
0471254169,0872204367,1,0.8862253,0.33763296664621106,0.08545454545454545,0.6341829204284783
0310246040,0306811081,0,0.3057398,-0.012541577008856794,0.0,0.0
0664222641,0827200269,1,0.73601407,0.169778413906002,0.3386904761904762,1.5923890269192733
0800756339,0800757203,1,0.9772636,0.4049220105239662,0.8964285714285715,2.9238515041015143
0393019551,1891662007,1,0.9237359,0.4809260914367582,0.0,0.0
0310363810,0851515363,0,0.33898097,0.08887692067788316,0.0,0.0
0800632265,0827210264,1,0.95392215,0.6195247971317713,0.5833333333333333,1.8375687735469761
157075053X,0824505417,0,0.24924615,0.09389256384560524,0.0,0.0
0268016283,0609608347,0,0.30973154,-0.11291752465976175,0.0,0.0
1570753733,0883443619,1,0.94718325,0.22582513094787582,0.23019480519480517,1.3939573113167563
0874834821,0060643617,0,0.22952169,0.18929102532154288,0.0,0.0
0826705006,0664223494,1,0.73482054,0.13814437687109865,0.30952380952380953,1.072008968920998
078794288X,0830817727,1,0.86629754,0.3887815451697675,0.0,0.0
0802811914,0312138075,0,0.3836687,0.2032210019353935,0.0,0.0
0664255736,1568540949,1,0.7285122,0.2734742536368336,0.19642857142857142,0.859821528652939
0802842550,0802848095,1,0.8160402,0.2345152020080975,0.0,0.0
0805415505,0827229534,1,0.7820579,0.3641346407196426,0.14336917562724014,0.7463262895333811
0830819908,0802847102,1,0.80280715,0.3875429266144986,0.0,0.0
0826410103,0800785991,1,0.8429544,0.22503539633205122,0.0,0.0
044990928X,0385333021,1,0.96071815,-0.05278382663808513,0.5,1.4426950408889634
0800756339,0801091691,1,0.9722289,0.494262137486199,0.41428571428571426,1.514156458619314
0822365405,0520227573,0,0.21903001,-0.06909630132566333,0.0,0.0
0691002096,0787963879,0,0.30327746,-0.06016334348197504,0.0,0.0
0801020867,0805416269,1,0.77359587,0.29264882357735367,0.08333333333333333,0.40242960438184466
0943158494,0567223531,0,0.47847366,0.047983273940818305,0.0,0.0
0060526769,1569751897,1,0.7546184,0.08690931750713644,1.2098901098901098,3.9925507026878853
080282787X,0687414709,1,0.81670344,0.009980738926025868,0.0,0.0
0801090156,0801090687,1,0.84487385,0.4604708669080186,0.55,1.7769769369073454
0520238176,0867162759,1,0.9341497,0.4851632543138668,0.0,0.0
0553281828,0062516035,1,0.9835374,-0.2461940662239946,0.2,0.6213349345596119
1565635140,1560986441,0,0.2894685,-0.11074193164967973,0.0,0.0
0060664517,0787910589,1,0.7969413,0.5614863278524206,0.6249240121580547,2.349343816653681
0805420177,1570753997,0,0.2369081,-0.10212598511825728,0.0,0.0
0801022878,0825427363,1,0.8253817,0.3395380377475603,0.5,1.4426950408889634
0664222951,0385008546,0,0.15833463,0.09197585555157521,0.0,0.0
0310226368,1563380943,0,0.4250244,0.1119504017717513,0.0,0.0
0830817794,0310211387,1,0.72755307,0.1198545027866698,0.0,0.0
0800635760,0871232928,0,0.37012088,-0.13895461596150055,0.0,0.0
0310417414,0736905448,0,0.3938632,0.1402984471033455,0.0,0.0
0306453525,0875084524,0,0.49828917,-0.05017993635113173,0.0,0.0
0553347756,1564556689,1,0.9862392,0.3336003390609001,0.022222222222222223,0.26269731101386307
0804231354,0804231435,1,0.9956694,0.7449798795326287,0.7373015873015873,2.6141174291842377
0664251250,0195157958,0,0.39577264,-0.16834643383859837,0.0,0.0
0817012672,0817011544,1,0.9763891,0.42836078178129633,0.0,0.0
0802825028,0687096227,0,0.3139873,0.045270763061849385,0.0,0.0
0310246040,0802847579,1,0.69955266,0.17123407438759267,0.5583188153310106,2.251549319095807
0664222773,0801056322,0,0.36270243,-0.13714863374150868,0.0,0.0
094357594X,0140586776,0,0.18980758,0.037682069750692014,0.0,0.0
0801022851,0802825451,1,0.8630061,0.3964809997086221,0.1111111111111111,0.45511961331341866
031024823X,0785274391,1,0.8462071,0.5148212357798323,0.0,0.0
1578564239,0830732934,1,0.8517936,0.4924870518587211,0.14285714285714285,0.5138983423697507
0310243564,0664224083,0,0.23263262,-0.02233145891321394,0.0,0.0
0806628367,0310920280,0,0.29289156,-0.04404378067590115,0.0,0.0
0310481619,0802482015,1,0.78027534,-0.0572203309725129,0.25,0.7213475204444817
0801021820,080240734X,1,0.8241006,0.19472760131870284,0.2,0.6213349345596119
0787949809,0787938718,1,0.8212164,0.3989737352076003,0.9444444444444443,3.2544850807863703
080282787X,0824517911,1,0.8291913,0.4606734989803784,0.0625,0.36067376022224085
0152018913,0806612355,0,0.3625327,0.09362569845593352,0.0,0.0
0826705006,0800632478,1,0.8326701,0.4682298129984097,0.07142857142857142,0.3789231816899512
0800636171,0874860997,0,0.24552082,-0.14090795639235024,0.0,0.0
0801025699,0664222293,0,0.3970968,-0.01031067737223697,0.0,0.0
0226816273,081701151X,1,0.8137671,0.10431905579944771,0.0,0.0
0830815783,0830815333,1,0.7523079,0.13420431687114848,0.0,0.0
0805410597,0801062608,1,0.83198285,0.050940751226590135,0.0,0.0
B00008NGAS,0874832357,0,0.26615727,-0.08079928736046063,0.0,0.0
0802421873,0882078127,1,0.88111764,0.48345751682265786,0.13333333333333333,0.7362378050771787
157910312X,0802837883,1,0.76491565,0.3574843945056804,0.3666666666666667,1.179445561110859
0787947350,0787956333,1,0.7817607,0.012102300228691784,0.34397163120567376,1.1303438088569961
0687017165,0800625870,1,0.8156745,0.2858499975874852,0.0,0.0
0805415505,0802842623,1,0.8033924,0.30653720897930364,0.26836917562724016,1.227224636496369
1883823307,0801091411,0,0.44927672,0.1855966018144852,0.0,0.0
0687087074,0813366208,0,0.2122536,0.1135895328906428,0.0,0.0
0809140667,082724231X,0,0.30039984,-0.07477164433563972,0.0,0.0
0800635779,0825428858,0,0.18693374,-0.02379639967141646,0.0,0.0
1573222992,0806628367,1,0.7850902,0.05468475003620885,0.2,0.6213349345596119
0060628391,0060628251,1,0.8509905,0.021625306145198375,0.4199346405228758,1.7686159681112719
0813208270,0570042410,0,0.43765157,-0.18839007722333273,0.0,0.0
0913552631,0827227167,1,0.87337655,0.47868402254315656,0.4777777777777778,1.6345651744242775
0664228860,156101110X,1,0.8416466,-0.12436719428214561,0.7916666666666667,2.715973324536711
091629126X,0531071421,1,0.9237884,0.406448992354689,1.1357142857142857,3.6517885402653194
1573123986,0687008468,0,0.2680076,-0.05205392769580324,0.0,0.0
006066326X,0824513533,1,0.8628201,0.43924733114181186,0.5533333333333333,1.7871963798217805
0801022762,0806637293,0,0.4410653,0.07357928260150802,0.0,0.0
0471271136,0471270504,1,0.8791201,0.2818357900388576,1.6818181818181817,5.187804717804505
0804206252,0198239688,1,0.96015793,0.4209449689113399,0.07142857142857142,0.3789231816899512
0890845794,0664240984,0,0.54572046,0.25355767981555083,0.0,0.0
0310519403,0664258271,1,0.7428776,0.14212478875535114,0.0,0.0
0865548641,080101087X,0,0.42239612,0.021952024138314482,0.0,0.0
0800632281,0687087988,1,0.7938328,0.1620392021958054,0.045454545454545456,0.32351545314867247
1576831434,083082779X,1,0.77351767,0.25372427717699036,0.0,0.0
0687034140,080109030X,1,0.71715677,0.4779686622254667,0.125,0.48089834696298783
0687091098,0664501478,1,0.80056584,-0.09027899382234067,0.3333333333333333,0.9102392266268373
1879215179,1883823307,1,0.9498778,0.1652789086806641,0.3333333333333333,0.9102392266268373
0896226077,0268015155,0,0.37839484,0.2793313800031411,0.0,0.0
066422315X,8876535926,1,0.81195855,0.3026002833801885,0.14939024390243902,0.7501808550273789
0385480016,0671024256,1,0.91379815,0.20838311506470908,0.0625,0.36067376022224085
0664226787,157230202X,0,0.5119016,0.2506434600959235,0.0,0.0
1887734716,0877936838,0,0.42638385,-0.03643971554410567,0.0,0.0
1880828456,1565631390,1,0.8437354,0.23469644978452583,0.08333333333333333,0.40242960438184466
0800757289,0801022509,0,0.15025459,-0.2115468678967126,0.0,0.0
0802828752,0874869269,1,0.8466979,0.20865683794391018,0.0,0.0
0824519868,0849917115,1,0.8836247,0.014237172836518024,0.40671679197994987,1.9131010202572392
0310255147,0801022665,0,0.3648883,0.02873614661092659,0.0,0.0
087793648X,0877936838,1,0.92748666,0.4657586776169172,0.0,0.0
0471312851,0310362814,0,0.19078267,-0.022881394987926608,0.0,0.0
0830827293,0813525993,0,0.38200304,-0.0662748884920653,0.0,0.0
1579101984,0849996597,0,0.3501227,0.07978745317713097,0.0,0.0
0800632877,0800631161,1,0.9088929,0.6935142077147927,0.0,0.0
0310250862,1572642947,1,0.8650795,0.05795951292932837,0.24192307692307694,1.1814370594940737
0664257496,0800627989,1,0.9185355,0.21072290050915174,0.27692307692307694,1.011206179810892
0801063914,0802844758,1,0.91043574,0.3819510809971109,0.3106893106893107,1.3208019790452772
0827204892,0891098836,0,0.13262582,0.08191481400788901,0.0,0.0
0787963879,1883823307,0,0.29914013,0.14502314415717704,0.0,0.0
0787956988,1842270400,1,0.8531987,0.6458576742886518,0.0,0.0
0830717897,0268044759,0,0.37767535,-0.271681457245831,0.0,0.0
0664252990,0800634322,0,0.16256401,-0.11428396960467867,0.0,0.0
0929650417,0787908800,1,0.90376943,0.3367920319063508,0.0,0.0
0878082891,0830826114,1,0.7589251,0.5272484743654053,0.09475806451612903,0.6518804364422033
0060667990,0800628462,1,0.9622299,0.1997035977193806,0.0,0.0
1581342292,0891099255,1,0.89009863,0.4414730085075255,0.0,0.0
0687092663,0310227712,0,0.35606694,-0.21186551074183738,0.0,0.0
0805426205,1889963046,0,0.22303033,0.08318906260088815,0.0,0.0
0385148038,081466055X,1,0.6900879,0.4201712754365379,0.0,0.0
0664257828,0830818596,1,0.8274554,0.00438787704120334,0.02702702702702703,0.2769378934088574
0802843735,0802844669,1,0.84715647,0.37550405784278496,0.0,0.0
006066522X,0310392810,0,0.31942245,-0.09317235660840309,0.0,0.0
0300070683,0195150856,1,0.8941309,0.4028396783974826,0.0,0.0
0801026318,0471254169,1,0.791328,0.3061206335129501,0.0,0.0
0687018277,0802842461,0,0.37217057,0.09612460073371958,0.0,0.0
0803270763,1570624240,0,0.30121887,0.043124123636273166,0.0,0.0
047134768X,047125469X,1,0.9771588,0.553026935386524,0.1038961038961039,0.6472452814788975
0310245648,0310239648,1,0.7216646,0.1791484451080258,1.1221506462885773,4.006027288432215
1570752591,0830815422,0,0.22754446,-0.04492457724116975,0.0,0.0
0687081521,1566992184,1,0.90507406,0.38967077760341345,0.0,0.0
0060558288,0806643463,1,0.9100216,0.2971073333689093,0.0,0.0
0226816273,0800629671,1,0.6790655,-0.1099892024493613,0.3666666666666667,1.179445561110859
0310219450,0789005727,0,0.14942789,-0.14380985047019998,0.0,0.0
0829813292,0893672041,0,0.37759003,-0.2456755995775937,0.0,0.0
0687083737,0687025788,1,0.9276749,0.3801396822825632,0.375,1.4414385778960797
0310259002,0801020832,1,0.85689837,0.24367969886400362,0.047619047619047616,0.3284587387530511
1573122742,0826705006,1,0.82887995,0.15860393275013243,0.0,0.0
0385483481,0060663308,1,0.7602815,0.0646359776274486,0.4575438596491228,2.001252253339938
080423101X,0664254608,1,0.90031093,0.22094486100255667,0.0,0.0
0687009332,0664241050,0,0.4142006,0.0036085377963622806,0.0,0.0
0310519403,0310216508,1,0.6734948,-0.16149558380905196,0.0,0.0
0806613106,066422573X,1,0.8040538,0.37763919080852126,0.0,0.0
047134690X,1891944452,1,0.8559507,0.4060039018728733,0.0,0.0
0800620577,0851516262,0,0.2627602,-0.10373970972161561,0.0,0.0
0801021561,089870846X,0,0.2791569,0.23979300333288403,0.0,0.0
3438051133,0310269202,1,0.84805346,0.3553550302101113,0.27512604203064944,1.4272813810333287
0805420290,0310236606,1,0.94259644,0.47331637259859993,0.040079365079365076,0.5111228094123322
0800756274,089693442X,1,0.8645676,0.22142291322280486,0.2361111111111111,0.9360179602764065
0195282779,0195214293,1,0.92983365,0.20535928559559438,0.0,0.0
1565635590,0819212954,0,0.38787645,0.009562696111014226,0.0,0.0
0195124731,060960869X,0,0.3111234,0.20990466337941552,0.0,0.0
0620106751,0691024723,0,0.44564286,0.1159893478594034,0.0,0.0
0805412409,1579108229,0,0.3485952,-0.015317981867598517,0.0,0.0
0664251277,069103169X,0,0.2910248,-0.02362432998880389,0.0,0.0
0806690186,0062517244,0,0.50904375,0.06931345792803571,0.0,0.0
0764423436,0800616871,0,0.1966996,0.20190467817895744,0.0,0.0
1878009362,0829814264,1,0.9319724,0.466977435397816,0.0,0.0
0787947350,0687014867,1,0.6606437,0.32137631733235555,0.0,0.0
0800636465,0875525768,0,0.2688486,-0.1682784940572734,0.0,0.0
1573241865,0879753870,0,0.17176415,-0.015268678542136756,0.0,0.0
0310250862,0687091144,1,0.8251624,0.058164923663956536,0.1845238095238095,0.8065361249497164
0814660754,0814624901,1,0.92586243,0.6907844574904997,0.0,0.0
0310447313,0800628179,0,0.274523,0.1579493342156326,0.0,0.0
0802812694,1565633636,1,0.78384167,0.28644793383512307,0.2,0.6213349345596119
0802846041,0829815643,1,0.9487303,0.2857847912265577,0.0,0.0
0865472807,1573222267,1,0.97349465,0.01203947439888508,0.5148809523809523,1.9465810715129896
0801025974,0802441270,1,0.76325786,0.09477243332927372,0.0,0.0
0802807348,0687361591,1,0.68676126,0.14967261523387593,1.4206349206349207,5.122077240505462
0310250870,031024269X,1,0.6478625,-0.10850738688801989,0.0,0.0
1570753849,087793830X,1,0.94859046,0.5203434542307752,0.4,1.2426698691192237
0807845558,0813525888,1,0.97179466,0.046941974743484924,0.9,2.685364910008187
0195147782,0195177185,1,0.9537959,0.3466308675536394,0.25,0.7213475204444817
0375757864,0895262177,1,0.97756404,0.5643750211948666,0.0,0.0
0801063566,0800632990,0,0.5184345,0.3443725303626508,0.0,0.0
080284278X,0687004489,0,0.33821222,-0.11459797707973247,0.0,0.0
0875522734,0896224899,0,0.38316357,-0.04252819557657428,0.0,0.0
1576834336,1561709336,0,0.24291736,-0.10849056702079503,0.0,0.0
0471271136,0787903159,1,0.8767833,-0.07648334372634248,0.0,0.0
0836135229,0805410155,0,0.23079808,0.0024116149408473565,0.0,0.0
0883448424,0809123940,1,0.9264373,0.12388237018172081,0.038461538461538464,0.30692767643013485
0800629671,0670033278,0,0.35697955,0.022154199655918062,0.0,0.0
0817005331,0817012672,1,0.9151493,0.4619067998938699,0.16666666666666666,0.5581106265512472
1880913259,0830832580,1,0.9071391,0.3862535939758976,0.0,0.0
0787971006,0195157958,1,0.7214479,0.07604238667895347,0.0,0.0
0800642511,0664220002,1,0.91241604,0.8237948908321661,0.0,0.0
0819218332,0936384301,1,0.9595294,0.2665747990017843,0.0,0.0
0471359459,0471271136,1,0.88716805,0.4210166048437109,1.3928571428571428,4.120635944592159
0827204655,0664502636,1,0.9119638,0.48567283244417075,0.0,0.0
0800635817,0664224458,1,0.85675484,0.49816344732116413,0.0,0.0
0912552697,080101087X,0,0.46024948,0.27896786973644305,0.0,0.0
0687091098,0687009316,1,0.7231217,0.4203861441078668,0.0,0.0
0664502539,0830814515,0,0.15341762,-0.2384016073699693,0.0,0.0
0664223168,157383176X,1,0.78516173,0.41417831328501864,0.3126434308663224,1.5240112731581958
0830833013,080423115X,0,0.16068897,0.16095454588423938,0.0,0.0
0310201462,0814661629,0,0.4289814,-0.1209121998376604,0.0,0.0
083081552X,0198781512,1,0.8267668,0.5427480571645679,0.0,0.0
0664255116,080282787X,1,0.71261215,0.242035188840794,0.41666666666666663,1.279458146995729
0913573329,0310393809,0,0.8105214,0.19682926960468955,0.0,0.0
0877849927,0802822193,1,0.8703355,0.13536453179717856,0.2,0.6213349345596119
0750708530,081336566X,0,0.22502404,0.01621955554437617,0.0,0.0
0060614803,1882926315,0,0.37221336,0.1518852702554655,0.0,0.0
080283728X,0802837360,1,0.94535536,0.3656863479882576,0.8083333333333333,2.7509608015871834
0802808484,0801090946,1,0.7543973,0.35676433564313276,0.07142857142857142,0.3789231816899512
0375405941,0827210205,1,0.82846993,0.1939128851617089,0.0,0.0
0830822615,0830810005,1,0.7669234,0.5372345286968369,0.0,0.0
